SampleID;Index;Sample_Type;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Version;PlateID;QC_Warning;LOD;NPX;Normalization
C22007936;12;SAMPLE;OID00551;O15444;CCL25;0;Inflammation;v.3023;1362718174.csv;Pass;-9.6259999999999998E-2;6.0492800000000004;IPC Normalized
C22007936;12;SAMPLE;OID00552;P78423;CX3CL1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16051000000000001;3.0465;IPC Normalized
C22007936;12;SAMPLE;OID00553;Q07011;TNFRSF9;0;Inflammation;v.3023;1362718174.csv;Pass;1.2055199999999999;4.9095399999999998;IPC Normalized
C22007936;12;SAMPLE;OID00554;P20783;NT-3;0;Inflammation;v.3023;1362718174.csv;Pass;0.28952;1.8254900000000001;IPC Normalized
C22007936;12;SAMPLE;OID00555;O43508;TWEAK;0;Inflammation;v.3023;1362718174.csv;Pass;-1.0427200000000001;6.9528499999999998;IPC Normalized
C22007936;12;SAMPLE;OID00556;P78556;CCL20;0;Inflammation;v.3023;1362718174.csv;Pass;0.52571000000000001;8.0127799999999993;IPC Normalized
C22007936;12;SAMPLE;OID00557;P50225;ST1A1;0.21875;Inflammation;v.3023;1362718174.csv;Pass;-0.1724;1.17882;IPC Normalized
C22007936;12;SAMPLE;OID00558;O95630;STAMBP;0;Inflammation;v.3023;1362718174.csv;Pass;0.28737000000000001;3.94184;IPC Normalized
C22007936;12;SAMPLE;OID00559;P05113;IL5;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.0183199999999999;1.1389499999999999;IPC Normalized
C22007936;12;SAMPLE;OID00560;P00813;ADA;0;Inflammation;v.3023;1362718174.csv;Pass;0.12447;5.0940599999999998;IPC Normalized
C22007936;12;SAMPLE;OID00561;P01374;TNFB;0;Inflammation;v.3023;1362718174.csv;Pass;0.55132999999999999;3.5747;IPC Normalized
C22007936;12;SAMPLE;OID00562;P09603;CSF-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.47355999999999998;9.2757400000000008;IPC Normalized
C22007940;14;SAMPLE;OID00471;P10145;IL8;0;Inflammation;v.3023;1362718174.csv;Pass;-0.22314999999999999;3.1573000000000002;IPC Normalized
C22007940;14;SAMPLE;OID00472;P15692;VEGFA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.13453000000000001;9.9587699999999995;IPC Normalized
C22007940;14;SAMPLE;OID05124;P01732;CD8A;0;Inflammation;v.3023;1362718174.csv;Pass;-0.32339000000000001;7.5731200000000003;IPC Normalized
C22007940;14;SAMPLE;OID00474;P80098;MCP-3;0.46875;Inflammation;v.3023;1362718174.csv;Pass;0.20487;0.50483;IPC Normalized
C22007940;14;SAMPLE;OID00475;P39905;GDNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.60750999999999999;1.16144;IPC Normalized
C22007940;14;SAMPLE;OID00476;Q9H5V8;CDCP1;0;Inflammation;v.3023;1362718174.csv;Pass;-1.6993400000000001;3.11781;IPC Normalized
C22007940;14;SAMPLE;OID00477;Q9BZW8;CD244;0;Inflammation;v.3023;1362718174.csv;Pass;1.17116;5.2888999999999999;IPC Normalized
C22007940;14;SAMPLE;OID00478;P13232;IL7;0;Inflammation;v.3023;1362718174.csv;Pass;0.49198999999999998;2.2496200000000002;IPC Normalized
C22007940;14;SAMPLE;OID00479;O00300;OPG;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36771999999999999;10.983090000000001;IPC Normalized
C22007940;14;SAMPLE;OID00480;P01137;LAP TGF-beta-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.13883999999999999;8.3440100000000008;IPC Normalized
C22007940;14;SAMPLE;OID00481;P00749;uPA;0;Inflammation;v.3023;1362718174.csv;Pass;0.45122000000000001;10.604939999999999;IPC Normalized
C22007940;14;SAMPLE;OID00482;P05231;IL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.38504;2.0652499999999998;IPC Normalized
C22007940;14;SAMPLE;OID00483;Q9P0M4;IL-17C;0;Inflammation;v.3023;1362718174.csv;Pass;0.76532;2.95024;IPC Normalized
C22007940;14;SAMPLE;OID00484;P13500;MCP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.59448999999999996;11.15029;IPC Normalized
C22007940;14;SAMPLE;OID00485;Q16552;IL-17A;0.21875;Inflammation;v.3023;1362718174.csv;Pass;1.59036;1.48604;IPC Normalized
C22007940;14;SAMPLE;OID00486;O14625;CXCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.34525;8.5354100000000006;IPC Normalized
C22007940;14;SAMPLE;OID00487;O15169;AXIN1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36235000000000001;3.53762;IPC Normalized
C22007940;14;SAMPLE;OID00488;P50591;TRAIL;0;Inflammation;v.3023;1362718174.csv;Pass;-0.84589999999999999;6.1430300000000004;IPC Normalized
C22007940;14;SAMPLE;OID00489;Q9UHF4;IL-20RA;9.375E-2;Inflammation;v.3023;1362718174.csv;Pass;1.2404999999999999;2.2914500000000002;IPC Normalized
C22007940;14;SAMPLE;OID00490;Q07325;CXCL9;0;Inflammation;v.3023;1362718174.csv;Pass;0.61585999999999996;5.44876;IPC Normalized
C22007940;14;SAMPLE;OID00491;P28325;CST5;0;Inflammation;v.3023;1362718174.csv;Pass;0.33563999999999999;4.4587500000000002;IPC Normalized
C22007940;14;SAMPLE;OID00492;P14784;IL-2RB;0.96875;Inflammation;v.3023;1362718174.csv;Pass;1.63581;1.2832600000000001;IPC Normalized
C22007940;14;SAMPLE;OID00493;P01583;IL-1 alpha;0.875;Inflammation;v.3023;1362718174.csv;Pass;-1.589;-2.1420400000000002;IPC Normalized
C22007940;14;SAMPLE;OID00494;P13725;OSM;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31086000000000003;7.1711200000000002;IPC Normalized
C22007940;14;SAMPLE;OID00495;P60568;IL2;1;Inflammation;v.3023;1362718174.csv;Pass;1.13513;0.64383999999999997;IPC Normalized
C22007940;14;SAMPLE;OID00496;P09341;CXCL1;0;Inflammation;v.3023;1362718174.csv;Pass;1.6355999999999999;10.107950000000001;IPC Normalized
C22007940;14;SAMPLE;OID00497;Q969D9;TSLP;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.47404;1.3170200000000001;IPC Normalized
C22007940;14;SAMPLE;OID00498;P13236;CCL4;0;Inflammation;v.3023;1362718174.csv;Pass;0.11881;6.1851700000000003;IPC Normalized
C22007940;14;SAMPLE;OID00499;P30203;CD6;0;Inflammation;v.3023;1362718174.csv;Pass;0.17135;6.0895599999999996;IPC Normalized
C22007940;14;SAMPLE;OID00500;P21583;SCF;0;Inflammation;v.3023;1362718174.csv;Pass;1.0278499999999999;7.6895899999999999;IPC Normalized
C22007940;14;SAMPLE;OID00501;Q14116;IL18;0;Inflammation;v.3023;1362718174.csv;Pass;0.22917999999999999;8.9659099999999992;IPC Normalized
C22007940;14;SAMPLE;OID00502;Q13291;SLAMF1;0.3125;Inflammation;v.3023;1362718174.csv;Pass;1.0958300000000001;1.1547499999999999;IPC Normalized
C22007940;14;SAMPLE;OID00503;P01135;TGF-alpha;0;Inflammation;v.3023;1362718174.csv;Pass;-0.81445000000000001;3.94211;IPC Normalized
C22007940;14;SAMPLE;OID00504;Q99616;MCP-4;0;Inflammation;v.3023;1362718174.csv;Pass;0.68388000000000004;11.305759999999999;IPC Normalized
C22007940;14;SAMPLE;OID00505;P51671;CCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.30747000000000002;5.9721500000000001;IPC Normalized
C22007940;14;SAMPLE;OID00506;O43557;TNFSF14;0;Inflammation;v.3023;1362718174.csv;Pass;0.41994999999999999;5.5100300000000004;IPC Normalized
C22007940;14;SAMPLE;OID00507;Q9GZV9;FGF-23;0;Inflammation;v.3023;1362718174.csv;Pass;-1.63558;0.77805000000000002;IPC Normalized
C22007940;14;SAMPLE;OID00508;Q13651;IL-10RA;0.21875;Inflammation;v.3023;1362718174.csv;Pass;0.32150000000000001;0.71209;IPC Normalized
C22007940;14;SAMPLE;OID00509;P12034;FGF-5;0;Inflammation;v.3023;1362718174.csv;Pass;0.14621000000000001;0.77908999999999995;IPC Normalized
C22007940;14;SAMPLE;OID00510;P03956;MMP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.64095999999999997;14.49075;IPC Normalized
C22007940;14;SAMPLE;OID00511;P42702;LIF-R;0;Inflammation;v.3023;1362718174.csv;Pass;0.35558000000000001;5.6579199999999998;IPC Normalized
C22007940;14;SAMPLE;OID00512;Q9NSA1;FGF-21;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16578000000000001;2.4055599999999999;IPC Normalized
C22007940;14;SAMPLE;OID00513;Q99731;CCL19;0;Inflammation;v.3023;1362718174.csv;Pass;0.47216999999999998;8.0391600000000007;IPC Normalized
C22007940;14;SAMPLE;OID00514;Q13261;IL-15RA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31757000000000002;0.48277999999999999;IPC Normalized
C22007940;14;SAMPLE;OID00515;Q08334;IL-10RB;0;Inflammation;v.3023;1362718174.csv;Pass;0.44163000000000002;6.94773;IPC Normalized
C22007940;14;SAMPLE;OID00516;Q8N6P7;IL-22 RA1;0.8125;Inflammation;v.3023;1362718174.csv;Pass;1.6571499999999999;1.8231999999999999;IPC Normalized
C22007940;14;SAMPLE;OID00517;Q13478;IL-18R1;0;Inflammation;v.3023;1362718174.csv;Pass;0.38468999999999998;7.97133;IPC Normalized
C22007940;14;SAMPLE;OID00518;Q9NZQ7;PD-L1;0;Inflammation;v.3023;1362718174.csv;Pass;1.75787;7.1566099999999997;IPC Normalized
C22007940;14;SAMPLE;OID00519;P01138;Beta-NGF;1;Inflammation;v.3023;1362718174.csv;Pass;-0.74827999999999995;-0.83418999999999999;IPC Normalized
C22007940;14;SAMPLE;OID00520;P42830;CXCL5;0;Inflammation;v.3023;1362718174.csv;Pass;0.26583000000000001;9.3084500000000006;IPC Normalized
C22007940;14;SAMPLE;OID00521;O14788;TRANCE;0;Inflammation;v.3023;1362718174.csv;Pass;0.19420000000000001;2.4426299999999999;IPC Normalized
C22007940;14;SAMPLE;OID00522;P14210;HGF;0;Inflammation;v.3023;1362718174.csv;Pass;0.73489000000000004;9.2846399999999996;IPC Normalized
C22007940;14;SAMPLE;OID00523;P29460;IL-12B;0;Inflammation;v.3023;1362718174.csv;Pass;0.50287999999999999;6.1640499999999996;IPC Normalized
C22007940;14;SAMPLE;OID00524;Q13007;IL-24;0.71875;Inflammation;v.3023;1362718174.csv;Pass;1.81105;1.2992600000000001;IPC Normalized
C22007940;14;SAMPLE;OID00525;P35225;IL13;0.875;Inflammation;v.3023;1362718174.csv;Pass;0.84941999999999995;0.27083000000000002;IPC Normalized
C22007940;14;SAMPLE;OID00526;Q5T4W7;ARTN;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.57828000000000002;2.3403299999999998;IPC Normalized
C22007940;14;SAMPLE;OID00527;P09238;MMP-10;0;Inflammation;v.3023;1362718174.csv;Pass;0.51959;6.6854800000000001;IPC Normalized
C22007940;14;SAMPLE;OID00528;P22301;IL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.16238;2.4225599999999998;IPC Normalized
C22007940;14;SAMPLE;OID05548;P01375;TNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.23355000000000001;2.4834700000000001;IPC Normalized
C22007940;14;SAMPLE;OID00530;P55773;CCL23;0;Inflammation;v.3023;1362718174.csv;Pass;0.28276000000000001;9.8167000000000009;IPC Normalized
C22007940;14;SAMPLE;OID00531;P06127;CD5;0;Inflammation;v.3023;1362718174.csv;Pass;3.7010000000000001E-2;5.7307600000000001;IPC Normalized
C22007940;14;SAMPLE;OID00532;P10147;CCL3;0;Inflammation;v.3023;1362718174.csv;Pass;-3.092E-2;5.3136400000000004;IPC Normalized
C22007940;14;SAMPLE;OID00533;P49771;Flt3L;0;Inflammation;v.3023;1362718174.csv;Pass;0.85358000000000001;8.3723200000000002;IPC Normalized
C22007940;14;SAMPLE;OID00534;P80162;CXCL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.05339;8.1436100000000007;IPC Normalized
C22007940;14;SAMPLE;OID00535;P02778;CXCL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.4291;9.1808300000000003;IPC Normalized
C22007940;14;SAMPLE;OID00536;Q13541;4E-BP1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.53564000000000001;9.9671000000000003;IPC Normalized
C22007940;14;SAMPLE;OID00537;Q9NYY1;IL-20;0.15625;Inflammation;v.3023;1362718174.csv;Pass;0.17449000000000001;0.65515999999999996;IPC Normalized
C22007940;14;SAMPLE;OID00538;Q8IXJ6;SIRT2;0;Inflammation;v.3023;1362718174.csv;Pass;1.3910100000000001;6.1128299999999998;IPC Normalized
C22007940;14;SAMPLE;OID00539;Q9NRJ3;CCL28;0;Inflammation;v.3023;1362718174.csv;Pass;0.51137999999999995;4.6521100000000004;IPC Normalized
C22007940;14;SAMPLE;OID01213;Q8NFT8;DNER;0;Inflammation;v.3023;1362718174.csv;Pass;0.37741000000000002;7.9160700000000004;IPC Normalized
C22007940;14;SAMPLE;OID00541;P80511;EN-RAGE;0;Inflammation;v.3023;1362718174.csv;Pass;0.80910000000000004;3.7205599999999999;IPC Normalized
C22007940;14;SAMPLE;OID00542;P25942;CD40;0;Inflammation;v.3023;1362718174.csv;Pass;1.1812800000000001;9.8062299999999993;IPC Normalized
C22007940;14;SAMPLE;OID00543;O95760;IL33;0.96875;Inflammation;v.3023;1362718174.csv;Pass;0.41610000000000003;0.30384;IPC Normalized
C22007940;14;SAMPLE;OID05547;P01579;IFN-gamma;0;Inflammation;v.3023;1362718174.csv;Pass;1.12774;6.6288400000000003;IPC Normalized
C22007940;14;SAMPLE;OID00545;O95750;FGF-19;0;Inflammation;v.3023;1362718174.csv;Pass;-0.44571;7.7711300000000003;IPC Normalized
C22007940;14;SAMPLE;OID00546;P05112;IL4;0.84375;Inflammation;v.3023;1362718174.csv;Pass;1.50342;1.1650700000000001;IPC Normalized
C22007940;14;SAMPLE;OID00547;P15018;LIF;0.75;Inflammation;v.3023;1362718174.csv;Pass;-0.13192999999999999;-0.52793999999999996;IPC Normalized
C22007940;14;SAMPLE;OID00548;Q99748;NRTN;0.34375;Inflammation;v.3023;1362718174.csv;Pass;0.72333000000000003;0.68569000000000002;IPC Normalized
C22007940;14;SAMPLE;OID00549;P80075;MCP-2;0;Inflammation;v.3023;1362718174.csv;Pass;1.4094;5.9799699999999998;IPC Normalized
C22007940;14;SAMPLE;OID00550;Q14790;CASP-8;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.95730999999999999;3.77895;IPC Normalized
C22007940;14;SAMPLE;OID00551;O15444;CCL25;0;Inflammation;v.3023;1362718174.csv;Pass;-9.6259999999999998E-2;4.7099799999999998;IPC Normalized
C22007940;14;SAMPLE;OID00552;P78423;CX3CL1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16051000000000001;2.7434500000000002;IPC Normalized
C22007940;14;SAMPLE;OID00553;Q07011;TNFRSF9;0;Inflammation;v.3023;1362718174.csv;Pass;1.2055199999999999;4.3053900000000001;IPC Normalized
C22007940;14;SAMPLE;OID00554;P20783;NT-3;0;Inflammation;v.3023;1362718174.csv;Pass;0.28952;1.50004;IPC Normalized
C22007940;14;SAMPLE;OID00555;O43508;TWEAK;0;Inflammation;v.3023;1362718174.csv;Pass;-1.0427200000000001;6.9021999999999997;IPC Normalized
C22007940;14;SAMPLE;OID00556;P78556;CCL20;0;Inflammation;v.3023;1362718174.csv;Pass;0.52571000000000001;6.1011699999999998;IPC Normalized
C22007940;14;SAMPLE;OID00557;P50225;ST1A1;0.21875;Inflammation;v.3023;1362718174.csv;Pass;-0.1724;2.63964;IPC Normalized
C22007940;14;SAMPLE;OID00558;O95630;STAMBP;0;Inflammation;v.3023;1362718174.csv;Pass;0.28737000000000001;5.8262900000000002;IPC Normalized
C22007940;14;SAMPLE;OID00559;P05113;IL5;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.0183199999999999;4.6679500000000003;IPC Normalized
C22007940;14;SAMPLE;OID00560;P00813;ADA;0;Inflammation;v.3023;1362718174.csv;Pass;0.12447;5.7125399999999997;IPC Normalized
C22007940;14;SAMPLE;OID00561;P01374;TNFB;0;Inflammation;v.3023;1362718174.csv;Pass;0.55132999999999999;4.1418499999999998;IPC Normalized
C22007940;14;SAMPLE;OID00562;P09603;CSF-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.47355999999999998;9.4354099999999992;IPC Normalized
C22007935;15;SAMPLE;OID00471;P10145;IL8;0;Inflammation;v.3023;1362718174.csv;Pass;-0.22314999999999999;3.3709799999999999;IPC Normalized
C22007935;15;SAMPLE;OID00472;P15692;VEGFA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.13453000000000001;9.3267399999999991;IPC Normalized
C22007935;15;SAMPLE;OID05124;P01732;CD8A;0;Inflammation;v.3023;1362718174.csv;Pass;-0.32339000000000001;8.06996;IPC Normalized
C22007935;15;SAMPLE;OID00474;P80098;MCP-3;0.46875;Inflammation;v.3023;1362718174.csv;Pass;0.20487;0.14853;IPC Normalized
C22007935;15;SAMPLE;OID00475;P39905;GDNF;0;Inflammation;v.3023;1362718174.csv;Pass;0.60750999999999999;1.92079;IPC Normalized
C22007935;15;SAMPLE;OID00476;Q9H5V8;CDCP1;0;Inflammation;v.3023;1362718174.csv;Pass;-1.6993400000000001;2.9725100000000002;IPC Normalized
C22007935;15;SAMPLE;OID00477;Q9BZW8;CD244;0;Inflammation;v.3023;1362718174.csv;Pass;1.17116;5.2349800000000002;IPC Normalized
C22007935;15;SAMPLE;OID00478;P13232;IL7;0;Inflammation;v.3023;1362718174.csv;Pass;0.49198999999999998;1.9003399999999999;IPC Normalized
C22007935;15;SAMPLE;OID00479;O00300;OPG;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36771999999999999;10.741250000000001;IPC Normalized
C22007935;15;SAMPLE;OID00480;P01137;LAP TGF-beta-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.13883999999999999;7.42903;IPC Normalized
C22007935;15;SAMPLE;OID00481;P00749;uPA;0;Inflammation;v.3023;1362718174.csv;Pass;0.45122000000000001;10.39716;IPC Normalized
C22007935;15;SAMPLE;OID00482;P05231;IL6;0;Inflammation;v.3023;1362718174.csv;Pass;1.38504;2.2122899999999999;IPC Normalized
C22007935;15;SAMPLE;OID00483;Q9P0M4;IL-17C;0;Inflammation;v.3023;1362718174.csv;Pass;0.76532;2.2138200000000001;IPC Normalized
C22007935;15;SAMPLE;OID00484;P13500;MCP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.59448999999999996;9.8193900000000003;IPC Normalized
C22007935;15;SAMPLE;OID00485;Q16552;IL-17A;0.21875;Inflammation;v.3023;1362718174.csv;Pass;1.59036;1.85843;IPC Normalized
C22007935;15;SAMPLE;OID00486;O14625;CXCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.34525;8.7408400000000004;IPC Normalized
C22007935;15;SAMPLE;OID00487;O15169;AXIN1;0;Inflammation;v.3023;1362718174.csv;Pass;-0.36235000000000001;1.60188;IPC Normalized
C22007935;15;SAMPLE;OID00488;P50591;TRAIL;0;Inflammation;v.3023;1362718174.csv;Pass;-0.84589999999999999;5.7549299999999999;IPC Normalized
C22007935;15;SAMPLE;OID00489;Q9UHF4;IL-20RA;9.375E-2;Inflammation;v.3023;1362718174.csv;Pass;1.2404999999999999;1.41679;IPC Normalized
C22007935;15;SAMPLE;OID00490;Q07325;CXCL9;0;Inflammation;v.3023;1362718174.csv;Pass;0.61585999999999996;7.2749800000000002;IPC Normalized
C22007935;15;SAMPLE;OID00491;P28325;CST5;0;Inflammation;v.3023;1362718174.csv;Pass;0.33563999999999999;4.5236099999999997;IPC Normalized
C22007935;15;SAMPLE;OID00492;P14784;IL-2RB;0.96875;Inflammation;v.3023;1362718174.csv;Pass;1.63581;1.1985300000000001;IPC Normalized
C22007935;15;SAMPLE;OID00493;P01583;IL-1 alpha;0.875;Inflammation;v.3023;1362718174.csv;Pass;-1.589;-2.2369599999999998;IPC Normalized
C22007935;15;SAMPLE;OID00494;P13725;OSM;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31086000000000003;3.8593600000000001;IPC Normalized
C22007935;15;SAMPLE;OID00495;P60568;IL2;1;Inflammation;v.3023;1362718174.csv;Pass;1.13513;0.60165999999999997;IPC Normalized
C22007935;15;SAMPLE;OID00496;P09341;CXCL1;0;Inflammation;v.3023;1362718174.csv;Pass;1.6355999999999999;7.6042800000000002;IPC Normalized
C22007935;15;SAMPLE;OID00497;Q969D9;TSLP;0.59375;Inflammation;v.3023;1362718174.csv;Pass;1.47404;0.82193000000000005;IPC Normalized
C22007935;15;SAMPLE;OID00498;P13236;CCL4;0;Inflammation;v.3023;1362718174.csv;Pass;0.11881;5.1994600000000002;IPC Normalized
C22007935;15;SAMPLE;OID00499;P30203;CD6;0;Inflammation;v.3023;1362718174.csv;Pass;0.17135;5.98041;IPC Normalized
C22007935;15;SAMPLE;OID00500;P21583;SCF;0;Inflammation;v.3023;1362718174.csv;Pass;1.0278499999999999;7.95533;IPC Normalized
C22007935;15;SAMPLE;OID00501;Q14116;IL18;0;Inflammation;v.3023;1362718174.csv;Pass;0.22917999999999999;9.3364200000000004;IPC Normalized
C22007935;15;SAMPLE;OID00502;Q13291;SLAMF1;0.3125;Inflammation;v.3023;1362718174.csv;Pass;1.0958300000000001;1.2632699999999999;IPC Normalized
C22007935;15;SAMPLE;OID00503;P01135;TGF-alpha;0;Inflammation;v.3023;1362718174.csv;Pass;-0.81445000000000001;1.41178;IPC Normalized
C22007935;15;SAMPLE;OID00504;Q99616;MCP-4;0;Inflammation;v.3023;1362718174.csv;Pass;0.68388000000000004;11.29142;IPC Normalized
C22007935;15;SAMPLE;OID00505;P51671;CCL11;0;Inflammation;v.3023;1362718174.csv;Pass;0.30747000000000002;5.6629800000000001;IPC Normalized
C22007935;15;SAMPLE;OID00506;O43557;TNFSF14;0;Inflammation;v.3023;1362718174.csv;Pass;0.41994999999999999;3.0024899999999999;IPC Normalized
C22007935;15;SAMPLE;OID00507;Q9GZV9;FGF-23;0;Inflammation;v.3023;1362718174.csv;Pass;-1.63558;0.31519000000000003;IPC Normalized
C22007935;15;SAMPLE;OID00508;Q13651;IL-10RA;0.21875;Inflammation;v.3023;1362718174.csv;Pass;0.32150000000000001;0.4047;IPC Normalized
C22007935;15;SAMPLE;OID00509;P12034;FGF-5;0;Inflammation;v.3023;1362718174.csv;Pass;0.14621000000000001;0.81008000000000002;IPC Normalized
C22007935;15;SAMPLE;OID00510;P03956;MMP-1;0;Inflammation;v.3023;1362718174.csv;Pass;0.64095999999999997;13.04121;IPC Normalized
C22007935;15;SAMPLE;OID00511;P42702;LIF-R;0;Inflammation;v.3023;1362718174.csv;Pass;0.35558000000000001;5.4794900000000002;IPC Normalized
C22007935;15;SAMPLE;OID00512;Q9NSA1;FGF-21;0;Inflammation;v.3023;1362718174.csv;Pass;-0.16578000000000001;5.53111;IPC Normalized
C22007935;15;SAMPLE;OID00513;Q99731;CCL19;0;Inflammation;v.3023;1362718174.csv;Pass;0.47216999999999998;6.1024900000000004;IPC Normalized
C22007935;15;SAMPLE;OID00514;Q13261;IL-15RA;0;Inflammation;v.3023;1362718174.csv;Pass;-0.31757000000000002;1.0712200000000001;IPC Normalized
C22007935;15;SAMPLE;OID00515;Q08334;IL-10RB;0;Inflammation;v.3023;1362718174.csv;Pass;0.44163000000000002;6.5316200000000002;IPC Normalized
C22007935;15;SAMPLE;OID00516;Q8N6P7;IL-22 RA1;0.8125;Inflammation;v.3023;1362718174.csv;Pass;1.6571499999999999;1.69163;IPC Normalized
C22007935;15;SAMPLE;OID00517;Q13478;IL-18R1;0;Inflammation;v.3023;1362718174.csv;Pass;0.38468999999999998;7.8644299999999996;IPC Normalized
C22007935;15;SAMPLE;OID00518;Q9NZQ7;PD-L1;0;Inflammation;v.3023;1362718174.csv;Pass;1.75787;7.0529200000000003;IPC Normalized
C22007935;15;SAMPLE;OID00519;P01138;Beta-NGF;1;Inflammation;v.3023;1362718174.csv;Pass;-0.74827999999999995;-1.1513899999999999;IPC Normalized
C22007935;15;SAMPLE;OID00520;P42830;CXCL5;0;Inflammation;v.3023;1362718174.csv;Pass;0.26583000000000001;8.0368099999999991;IPC Normalized
C22007935;15;SAMPLE;OID00521;O14788;TRANCE;0;Inflammation;v.3023;1362718174.csv;Pass;0.19420000000000001;0.98475000000000001;IPC Normalized
C22007935;15;SAMPLE;OID00522;P14210;HGF;0;Inflammation;v.3023;1362718174.csv;Pass;0.73489000000000004;8.9372299999999996;IPC Normalized
C22007935;15;SAMPLE;OID00523;P29460;IL-12B;0;Inflammation;v.3023;1362718174.csv;Pass;0.50287999999999999;5.7354700000000003;IPC Normalized
C22007935;15;SAMPLE;OID00524;Q13007;IL-24;0.71875;Inflammation;v.3023;1362718174.csv;Pass;1.81105;1.86449;IPC Normalized
C22007935;15;SAMPLE;OID00525;P35225;IL13;0.875;Inflammation;v.3023;1362718174.csv;Pass;0.84941999999999995;0.19064;IPC Normalized
C22007935;15;SAMPLE;OID00526;Q5T4W7;ARTN;3.125E-2;Inflammation;v.3023;1362718174.csv;Pass;0.57828000000000002;2.1188099999999999;IPC Normalized
C22007935;15;SAMPLE;OID00527;P09238;MMP-10;0;Inflammation;v.3023;1362718174.csv;Pass;0.51959;7.3174599999999996;IPC Normalized
C22007935;15;SAMPLE;OID00528;P22301;IL10;0;Inflammation;v.3023;1362718174.csv;Pass;1.16238;3.14106;IPC Normalized
